X,Y,Z,LINE,STN_CORR,Elev_trim[0],Elev_trim[1],Elev_trim[2],Elev_trim[3],Elev_trim[4],Elev_trim[5],Elev_trim[6],Elev_trim[7],Elev_trim[8],Elev_trim[9],Elev_trim[10],Elev_trim[11],Elev_trim[12],Elev_trim[13],Elev_trim[14],Elev_trim[15],Elev_trim[16],Elev_trim[17],Elev_trim[18],Elev_trim[19],Elev_trim[20],Elev_trim[21],Elev_trim[22],Elev_trim[23],Elev_trim[24],Elev_trim[25],Elev_trim[26],Elev_trim[27],Elev_trim[28],Elev_trim[29],Elev_trim[30],Elev_trim[31],Elev_trim[32],Elev_trim[33],Elev_trim[34],Elev_trim[35],Elev_trim[36],Elev_trim[37],Elev_trim[38],Elev_trim[39],Elev_trim[40],Elev_trim[41],Elev_trim[42],Elev_trim[43],Elev_trim[44],Elev_trim[45],Elev_trim[46],Elev_trim[47],Elev_trim[48],Elev_trim[49],Elev_trim[50],Elev_trim[51],Elev_trim[52],Elev_trim[53],Elev_trim[54],Elev_trim[55],Elev_trim[56],Elev_trim[57],Elev_trim[58],Elev_trim[59],Elev_trim[60],Res_trim[0],Res_trim[1],Res_trim[2],Res_trim[3],Res_trim[4],Res_trim[5],Res_trim[6],Res_trim[7],Res_trim[8],Res_trim[9],Res_trim[10],Res_trim[11],Res_trim[12],Res_trim[13],Res_trim[14],Res_trim[15],Res_trim[16],Res_trim[17],Res_trim[18],Res_trim[19],Res_trim[20],Res_trim[21],Res_trim[22],Res_trim[23],Res_trim[24],Res_trim[25],Res_trim[26],Res_trim[27],Res_trim[28],Res_trim[29],Res_trim[30],Res_trim[31],Res_trim[32],Res_trim[33],Res_trim[34],Res_trim[35],Res_trim[36],Res_trim[37],Res_trim[38],Res_trim[39],Res_trim[40],Res_trim[41],Res_trim[42],Res_trim[43],Res_trim[44],Res_trim[45],Res_trim[46],Res_trim[47],Res_trim[48],Res_trim[49],Res_trim[50],Res_trim[51],Res_trim[52],Res_trim[53],Res_trim[54],Res_trim[55],Res_trim[56],Res_trim[57],Res_trim[58],Res_trim[59],Res_trim[60]
265265.155171108,3842659.59671697,653.442259163006,L5_2,1134.5,653.442259163006,648.442259163006,643.192259163006,637.679759163006,631.891634163006,625.814102913006,619.432695100506,612.732216897381,605.6967147841,598.309437565154,590.552796485262,582.408323351375,573.856626560793,564.877344930682,555.449099219066,545.549441221869,535.154800324812,524.240427382903,512.780335793898,500.747239625442,488.112488648564,474.846000122842,460.916187170834,446.289883571225,430.932264791636,414.806765073067,397.87499036857,380.096626928849,361.429345317141,341.828699624848,321.24802164794,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,4.54797644433936,9.10735142927827,26.4679207971725,41.9111902779907,42.7866120728119,34.1182957017411,23.6290724005002,15.5967589556212,10.7310500557483,8.2411030046205,7.27006781189813,7.27432677588869,7.9503856191491,9.10138059058582,10.5551249978985,12.142179351283,13.7133034951626,15.1663199926736,16.4586840978962,17.5995382398213,18.629718866942,19.6013728725597,20.5638113641088,21.556443654587,22.6066686638063,23.7302830794158,24.9327506282621,26.2105158510506,27.5521041140372,28.9389793956676,30.3463311594009,31.7440068855669,33.0978668125291,34.3715173335456,35.5283000888694,36.533665525128,37.3577265430099,37.977668948423,38.3796734222791,38.5600552094592,,,,,,,,,,,,,,,,,,,,,
265270.110752324,3842662.99046643,653.728709002189,L5_2,1140.5,653.728709002189,648.724658337174,643.470405138908,637.953439280729,632.160625129641,626.078170270998,619.691592669424,612.985686187771,605.944484382035,598.551222486012,590.788297495188,582.637226254823,574.07860145244,565.092045409937,555.656161565309,545.74848352845,535.345421589748,524.422206554111,512.952830766692,500.909986189903,488.264999384273,474.987763238362,461.046665285156,446.408512434289,431.038451940879,414.899888422799,397.954396728814,380.161630450131,361.479225857513,341.862701035264,321.265349971902,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,6.78689707571708,11.0951759937445,25.1436832110474,38.0831717643235,39.096312284638,31.3862097816576,21.8599668970321,14.5551354729668,10.1592473161753,7.95276951065491,7.15770698159059,7.28263206434917,8.04885705146341,9.26623183929911,10.7612074402759,12.3629860979482,13.9253034776027,15.353256825086,16.6131047528059,17.7214437771168,18.7238234396462,19.6744582129702,20.6228972188861,21.6078115801677,22.6554847954983,23.7805438424345,24.9873691693316,26.2714538840357,27.6205027020993,29.0152749435098,30.4303575626353,31.8350803781771,33.1949132468275,34.4732272178088,35.633226066852,36.6402820218716,37.4644810881058,38.0830232809952,38.4821414561229,38.6582438748278,,,,,,,,,,,,,,,,,,,,,
265275.479298641,3842666.66702834,654.301996992342,L5_2,1147,654.301996992342,649.28983950621,644.027074145771,638.50117051731,632.698971707427,626.606662957049,620.209738769152,613.492968371861,606.440359454704,599.035120091691,591.259618760526,583.095342362803,574.522852145194,565.521737416705,556.070566951791,546.146837963631,535.726922526064,524.786011316618,513.298054546699,501.235699938285,488.57022759945,475.271481643674,461.307798390108,446.645930973865,431.250970186809,415.0862613604,398.113317092671,380.291725611555,361.579054556384,341.930749948454,321.300030110127,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,10.8236129921215,12.9314607322999,19.5753284293538,27.3628377027099,29.1303464666331,24.5949855567562,17.9125080684985,12.4496242601282,9.10227545458527,7.48098948287109,7.0384369210387,7.40507170184892,8.35113541754379,9.69576646743554,11.2606366176319,12.8737094550749,14.3984150303901,15.7581094574509,16.9387946831017,17.9723728167307,18.9131415420548,19.8184288488918,20.7373317637456,21.7063572574859,22.7491006465606,23.8775617785156,25.0937791191661,26.3912357257215,27.7559281664209,29.1671643812522,30.5982958643724,32.0175925487252,33.3897339972846,34.6776273726278,35.8442129137667,36.8547197500277,37.6791932513555,38.2948780942987,38.6881254844889,38.8555451086057,,,,,,,,,,,,,,,,,,,,,
265280.43432628,3842670.06079438,654.875284982494,L5_2,1153,654.875284982494,649.855020675245,644.583743152634,639.048901753892,633.237318285212,627.135155643099,620.72788486888,614.000250555951,606.936234527374,599.519017697369,591.730940025864,583.553458470783,574.967102837949,565.951429423472,556.484972338272,546.545192398812,536.108423462379,525.149816079124,513.643278326706,501.561413686668,488.875455814627,475.555200048985,461.56893149506,446.88334951344,431.463488432738,415.272634298001,398.272237456527,380.42182077298,361.678883255255,341.998798861644,321.334710248352,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,13.3293624117887,13.3188380464102,14.94606613711,18.2807416424137,19.8202593360585,17.9715777243043,14.1656367562012,10.6237535078196,8.34486408902933,7.30595843213819,7.21547363257856,7.82639488175115,8.94847708272668,10.4015694902665,12.000700723235,13.5780550206689,15.015763714442,16.2632330918675,17.3302288976458,18.26440969301,19.1272419259013,19.9770043360083,20.8603971650712,21.8102943151919,22.8465840083931,23.9779636057892,25.2036873199755,26.5149352857649,27.8958035200032,29.3240217095122,30.7716164690867,32.2057327582434,33.5902360533964,34.8875839517858,36.0604759582976,37.0740296020164,37.8982838397276,38.510561815926,38.8973661533794,39.05553696273,,,,,,,,,,,,,,,,,,,,,
265285.80167318,3842673.73739224,655.448572972647,L5_2,1159.5,655.448572972647,650.420201844281,645.140412159497,639.596632990473,633.775664862998,627.66364832915,621.246030968609,614.507532740041,607.432109600044,600.002915303048,592.202261291202,584.011574578763,575.411353530703,566.38112143024,556.899377724753,546.943546833993,536.489924398694,525.51362084163,513.988502106713,501.88712743505,489.180684029804,475.838918454296,461.830064600013,447.120768053015,431.676006678667,415.459007235602,398.431157820384,380.551915934404,361.778711954126,342.066847774834,321.369390386577,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,18.7431188007991,16.8855217441971,14.8862021664218,14.8764183223272,14.9910112449646,13.7708765460357,11.5015376501561,9.31573660579016,7.91983448443567,7.41886843596561,7.68235952078941,8.5467817116621,9.84123036616434,11.3776345634713,12.9667185138823,14.4547493050406,15.7536792964667,16.8463625706727,17.7687214583397,18.5830472502848,19.3554361818467,20.1425804263512,20.9868120491572,21.9160201149773,22.9455133194909,24.0801410635886,25.3160318770691,26.6418452623089,28.0396400660618,29.4854823190418,30.9500200331176,32.3992416742563,33.796195716454,35.1029074767301,36.281856592539,37.2980799756933,38.1216450226833,38.7299856741876,39.1097894469383,39.2581568826752,,,,,,,,,,,,,,,,,,,,,
265290.756147241,3842677.13117488,655.847016467571,L5_2,1165.5,655.847016467571,650.813010980568,645.527305219216,639.977314169795,634.149823567904,628.030958435917,621.606150047332,614.860101239317,607.776749990902,600.339231180066,592.529836428688,584.329971939741,575.720114226347,566.679763627283,557.187395498266,547.220408962798,536.755073100556,525.766470445203,514.228437657081,502.113503229554,489.392822080651,476.036106874302,462.011555907636,447.285777392636,431.823709951887,415.5885391391,398.541609785674,380.642333964576,361.848094352424,342.114142759663,321.393493587265,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,27.4865413280147,24.5620837879346,19.5050422129091,16.1057376356214,13.979054301676,12.0068252525569,10.0907348974263,8.6124565407696,7.84140741359327,7.80808978917229,8.4236170407608,9.54944087572723,11.0068421757223,12.5926005528812,14.1201210764391,15.4630406911018,16.5745441097409,17.4763579507146,18.2305683621,18.9113478021835,19.5861958386248,20.3076228649293,21.1118466063917,22.020704422247,23.0443056481448,24.1832970025988,25.4304773491125,26.771870711659,28.1874345400637,29.6515368593343,31.1334377990311,32.5979823458244,34.0074271923342,35.3233843220339,36.5081304417606,37.5266467102947,38.3490584484717,38.9529425702797,39.3252021526016,39.4632292494495,,,,,,,,,,,,,,,,,,,,,
265296.12349414,3842680.80777274,656.070032372751,L5_2,1172,656.070032372751,651.032873235086,645.743856140538,640.190388191263,634.359246844524,628.236548430449,621.807715095669,615.05744009415,607.969651342556,600.527473153382,592.713186054749,584.508184601184,575.892933074941,566.846918972386,557.348604164703,547.375373616637,536.903481541166,525.907994861923,514.362733848717,502.24020978485,489.511559517791,476.146476737378,462.113139817945,447.378136052541,431.906382098866,415.661040447507,398.60343171358,380.692942542957,361.886928913803,342.140614603191,321.406984577048,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,40.5018893510446,37.2378706640734,28.7176767593171,20.5008902350026,15.2001347217502,11.7839264078809,9.60817364825456,8.41302356409537,8.05856610269597,8.42690893762635,9.39005981621741,10.7805632295511,12.3850911862904,13.9811956791557,15.3956641035578,16.5438650277224,17.4297020628652,18.1161612740075,18.6891632934346,19.2309661574472,19.8071835187441,20.4639443624472,21.2300963145378,22.1207792966759,23.1405953751024,24.2858491025281,25.5459494302229,26.90426491754,28.3386498645781,29.8217817117275,31.3215521661762,32.8016963168617,34.223716207579,35.5488347456779,36.7391452702059,37.7596007464369,38.5804149605332,39.1793396884571,39.5435254789292,39.6706849921289,,,,,,,,,,,,,,,,,,,,,
265301.077960448,3842684.20156056,656.29304827793,L5_2,1178,656.29304827793,651.252735489604,645.960407061861,640.403462212731,634.568670121145,628.44213842498,622.009280144006,615.254778948983,608.16255269421,600.715715126697,592.896535680809,584.686397262627,576.065751923536,567.01407431749,557.509812831141,547.530338270476,537.051889981777,526.049519278643,514.497030040352,502.366916340147,489.630296954931,476.256846600455,462.214723728255,447.470494712445,431.989054245844,415.733541755914,398.665253641487,380.743551121338,361.925763475182,342.167086446719,321.420475566832,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,50.338795157698,46.5672344755026,35.8156268213735,24.4083889679831,16.7076190806265,12.1063325044307,9.61190901314856,8.53696067853626,8.47819364233283,9.19611601504158,10.49372972373,12.1397106963015,13.8670274398542,15.4343652881631,16.6937941994395,17.6142142367801,18.2552327985755,18.7195858263918,19.112671346429,19.52066921234,20.0045483063996,20.6026514036042,21.3359225633438,22.2127099754257,23.2321874230215,24.3864410007428,25.661606258645,27.038489779319,28.4929159621824,29.9959341066204,31.5141202376818,33.0101495285661,34.4448220191323,35.7790092855623,36.9746473286331,37.9966905116699,38.8154709246156,39.4089464554899,39.7645459781994,39.8803312318166,,,,,,,,,,,,,,,,,,,,,
265306.445290548,3842687.87816964,656.51606418311,L5_2,1184.5,656.51606418311,651.472597744122,646.176957983184,640.6165362342,634.778093397766,628.647728419511,622.210845192343,615.452117803816,608.355454045864,600.903957100013,593.07988530687,584.86460992407,576.23857077213,567.181229662593,557.671021497579,547.685302924315,537.200298422387,526.191043695363,514.631326231987,502.493622895443,489.749034392071,476.367216463532,462.316307638565,447.562853372349,432.071726392823,415.806043064321,398.727075569393,380.794159699719,361.964598036562,342.193558290246,321.433966556615,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,44.5609133309843,43.4392122743667,36.6646968765812,26.2010125260686,17.8424076158832,12.6333813020504,9.91784428791123,8.89602406176484,9.04704397950598,10.0546631786156,11.6487846117738,13.5179574231713,15.3327839891485,16.8365648019959,17.9154260335235,18.5971275797198,18.9958908808307,19.2492047390637,19.4766899457813,19.7648897697423,20.1684505254908,20.7175246424275,21.4253669066786,22.2939431557908,23.317401731731,24.4839375047587,25.7766555746737,27.1739728617125,28.6498064206898,30.1736682192308,31.7108878554725,33.2231379939341,34.6705738252159,36.0137610037818,37.2145086537045,38.2378022357706,39.0541228747329,39.641668304109,39.9881783477761,40.0920931712792,,,,,,,,,,,,,,,,,,,,,
265311.399749103,3842691.27196264,656.69438864107,L5_2,1190.5,656.69438864107,651.648400529718,646.350113012798,640.786911120032,634.945549132628,628.812119045854,622.372017454741,615.609910784072,608.50969877987,601.054476175457,593.226492440825,585.00710951946,576.376757452027,567.314887781223,557.799924626878,547.809213314816,537.318966437151,526.304207215603,514.738710032978,502.594937991221,489.843977347376,476.455468671339,462.3975345615,447.63670374617,432.137831390072,415.86401541617,398.776508643573,380.834626532346,361.995650315557,342.214725287929,321.44475400892,299.638309772186,276.948112302645,253.123404959627,228.107462249458,201.840722403781,174.26064556582,145.30156488596,114.894530172108,82.9671437225631,,,,,,,,,,,,,,,,,,,,,,49.0648993970017,47.4312854422819,39.7026232055972,28.2873689437476,19.0706586488596,13.3355018494092,10.4151287198947,9.40154013357747,9.6954462298768,10.9231614882875,12.7474564324288,14.7800357284187,16.6354373073097,18.0491305186627,18.9444719381328,19.4042462822946,19.5889851036665,19.6626041115976,19.7533504503087,19.9456166599311,20.2873621244132,20.8012359733443,21.4938000048752,22.3615727498977,23.394423457211,24.5772033581191,25.8903742357927,27.3102325556188,28.8089739495943,30.3547031590606,31.9116003792927,33.4404132561384,34.9007180401219,36.2528261959283,37.458457910351,38.4826631378424,39.2961053705148,39.8772538717181,40.214189998323,40.3057603291747,,,,,,,,,,,,,,,,,,,,,
