X,Y,Z,LINE,STN_CORR,Elev_trim[0],Elev_trim[1],Elev_trim[2],Elev_trim[3],Elev_trim[4],Elev_trim[5],Elev_trim[6],Elev_trim[7],Elev_trim[8],Elev_trim[9],Elev_trim[10],Elev_trim[11],Elev_trim[12],Elev_trim[13],Elev_trim[14],Elev_trim[15],Elev_trim[16],Elev_trim[17],Elev_trim[18],Elev_trim[19],Elev_trim[20],Elev_trim[21],Elev_trim[22],Elev_trim[23],Elev_trim[24],Elev_trim[25],Elev_trim[26],Elev_trim[27],Elev_trim[28],Elev_trim[29],Elev_trim[30],Elev_trim[31],Elev_trim[32],Elev_trim[33],Elev_trim[34],Elev_trim[35],Elev_trim[36],Elev_trim[37],Elev_trim[38],Elev_trim[39],Elev_trim[40],Elev_trim[41],Elev_trim[42],Elev_trim[43],Elev_trim[44],Elev_trim[45],Elev_trim[46],Elev_trim[47],Elev_trim[48],Elev_trim[49],Elev_trim[50],Elev_trim[51],Elev_trim[52],Elev_trim[53],Elev_trim[54],Elev_trim[55],Elev_trim[56],Elev_trim[57],Elev_trim[58],Elev_trim[59],Elev_trim[60],Res_trim[0],Res_trim[1],Res_trim[2],Res_trim[3],Res_trim[4],Res_trim[5],Res_trim[6],Res_trim[7],Res_trim[8],Res_trim[9],Res_trim[10],Res_trim[11],Res_trim[12],Res_trim[13],Res_trim[14],Res_trim[15],Res_trim[16],Res_trim[17],Res_trim[18],Res_trim[19],Res_trim[20],Res_trim[21],Res_trim[22],Res_trim[23],Res_trim[24],Res_trim[25],Res_trim[26],Res_trim[27],Res_trim[28],Res_trim[29],Res_trim[30],Res_trim[31],Res_trim[32],Res_trim[33],Res_trim[34],Res_trim[35],Res_trim[36],Res_trim[37],Res_trim[38],Res_trim[39],Res_trim[40],Res_trim[41],Res_trim[42],Res_trim[43],Res_trim[44],Res_trim[45],Res_trim[46],Res_trim[47],Res_trim[48],Res_trim[49],Res_trim[50],Res_trim[51],Res_trim[52],Res_trim[53],Res_trim[54],Res_trim[55],Res_trim[56],Res_trim[57],Res_trim[58],Res_trim[59],Res_trim[60]
265528.412540099,3842106.19044258,642.44848623605,L7_2,1884.5,642.44848623605,637.44848623605,632.19848623605,626.68598623605,620.89786123605,614.82032998605,608.43892217355,601.738443970425,594.702941857144,587.315664638198,579.559023558306,571.414550424419,562.862853633837,553.883572003726,544.45532629211,534.555668294913,524.161027397856,513.246654455947,501.786562866942,489.753466698486,477.118715721608,463.852227195886,449.922414243878,435.296110644269,419.93849186468,403.812992146111,386.881217441614,369.102854001893,350.435572390185,330.834926697892,310.254248720984,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,29.1589962639174,26.2721499777522,22.5400767482671,20.538824032171,18.0799056235869,14.6503269284589,11.1419761769381,8.42095887492845,6.72832246333177,5.90673732713754,5.71710903608145,5.96368038437445,6.50420553187691,7.23585970718781,8.08643094945273,9.01092397044542,9.98823927845588,11.0149312867274,12.096698113541,13.2402099960913,14.4474244579895,15.7129366682734,17.0236185949024,18.3594833235545,19.6950539691831,21.0009494125279,22.2456783831353,23.3976560131526,24.4273699770429,25.3095069519328,26.0247707993907,26.5611308001749,26.9145053052805,27.0881903345357,27.0916087463024,26.9391231831981,26.6485308667089,26.2396576780129,25.7331963033986,25.1498680113978,,,,,,,,,,,,,,,,,,,,,
265533.366083422,3842109.58413121,642.623461962909,L7_2,1890.5,642.623461962909,637.620987644693,632.368389610565,626.853161674731,621.062172342105,614.981633542848,608.597067803629,601.893273777448,594.854290049958,587.463357136094,579.702877576536,571.554374039001,562.998445324589,554.014720174456,544.581808766817,534.677251788795,524.277466961873,513.357692893604,501.891930121922,489.852879211656,477.211875755877,463.938822127308,450.002115817312,435.368574191815,420.003355485044,403.869875842934,386.929722218718,369.142560913292,350.466041542594,330.855696203362,310.264833597168,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,20.9417709968909,20.3217591798223,19.9433778764878,19.9012324717697,18.2833837868571,15.014618768266,11.390661532591,8.53713710659145,6.76957838464095,5.92009803295169,5.72815877074428,5.98425729649204,6.53860010337922,7.28426964135854,8.14717007087375,9.0819448517296,10.0680350153491,11.1028854930379,12.1930212249988,13.3456364753967,14.5628400872148,15.8390464630931,17.160708987633,18.5072850812582,19.8526901798076,21.1669534775088,22.4180666244372,23.5740456107127,24.6051313536977,25.4859330961691,26.1972431928583,26.7272586854254,27.0723400331443,27.236283345152,27.228903507083,27.0649310110788,26.7624868116419,26.3416669995752,25.8233919736549,25.2285784875035,,,,,,,,,,,,,,,,,,,,,
265538.732422022,3842113.26062721,642.973652109014,L7_2,1897,642.973652109014,637.966225779033,632.708428132554,627.18774060375,621.391018698506,615.304460698,608.913574797468,602.20314460191,595.157192896574,587.758943605971,579.990781850838,571.834212007949,563.269813672915,554.277195421129,544.834946256754,534.92058463416,524.510504930437,513.579921241527,502.102808368172,490.051839851149,477.398322908275,464.112130118257,450.161627688739,435.513600137744,420.1331712092,403.983720834229,387.026797940509,369.222028902103,350.527021411776,330.897263546933,310.286017788849,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,11.7196985565882,12.7498800105723,15.8678404190255,19.089795295313,19.1244990839633,16.0814779672206,12.1029582617846,8.90201888970449,6.94137670609898,6.01419581500938,5.80552252616123,6.07280809679838,6.6485269729345,7.41643272845779,8.29843354687219,9.2486744066788,10.2479590769883,11.2956431898631,12.3998629643956,13.5687169766879,14.8044461209548,16.1009510332206,17.4437291020686,18.8110393444855,20.1755200821747,21.5059775742129,22.7693406357939,23.9328081037184,24.9661157731299,25.8437145454255,26.5465763855964,27.0633581280795,27.3913307293962,27.5353152658082,27.5059156269572,27.318601288819,26.9921369659129,26.5471550043206,26.0050257733815,25.387051703325,,,,,,,,,,,,,,,,,,,,,
265543.686511203,3842116.65430444,643.323842255119,L7_2,1903,643.323842255119,638.311463913374,633.048466654542,627.522319532768,621.719865054906,615.627287853151,609.230081791307,602.513015426372,595.46009574319,588.054530075849,580.27868612514,572.114049976897,563.541182021241,554.539670667802,545.088083746691,535.163917479525,524.743542899001,513.80214958945,502.313686614422,490.250800490642,477.584770060673,464.285438109206,450.321139560166,435.658626083674,420.262986933357,404.097565825524,387.123873662299,369.301496890913,350.588001280958,330.938830890505,310.30720198053,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,8.48788243673261,10.0646079842203,14.8451882836192,20.1703582663507,21.1677640965677,17.8470971481791,13.208650433424,9.51069698652651,7.28847844419831,6.25031731690629,6.00639523438048,6.27189991840705,6.85706745695574,7.63466602032344,8.52287231114333,9.47643159273998,10.4785082907381,11.5308268200929,12.6430711711317,13.8238794756368,15.0751672907128,16.3898981098784,17.7522669338006,19.1390695902373,20.5214749287356,21.8669344078869,23.1412340124673,24.3107208426428,25.3446266226333,26.2172743196843,26.9098642395108,27.4115658964754,27.7206595021385,27.8430774626083,27.7902373491435,27.5783567982037,27.2268359981991,26.7568295722878,26.1901367237758,25.5484211838689,,,,,,,,,,,,,,,,,,,,,
265549.054032494,3842120.33077575,643.674032401224,L7_2,1909.5,643.674032401224,638.656702047715,633.388505176531,627.856898461787,622.048711411306,615.950115008302,609.546588785147,602.822886250834,595.762998589806,588.350116545726,580.566590399442,572.393887945845,563.812550369567,554.802145914475,545.341221236629,535.40725032489,524.976580867565,514.024377937373,502.524564860672,490.449761130135,477.771217213072,464.458746100155,450.480651431593,435.803652029603,420.392802657513,404.211410816819,387.22094938409,369.380964879724,350.64898115014,330.980398234077,310.328386172211,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,5.9478709759802,8.38125641179125,15.6111602578389,22.7355582502736,23.9386557035747,19.8918093040625,14.4525272306684,10.2354989973943,7.75174762784877,6.60154628404519,6.31855741167158,6.57577509741054,7.16088328810524,7.93617229740635,8.8175977868545,9.76224161614934,10.7568391817663,11.805925507309,12.9205746441708,14.109507676993,15.373798219924,16.7050215273226,18.0857174349815,19.490960056149,20.8902665636653,22.2496139132545,23.5335782139643,24.7076309513615,25.7405126960349,26.6064591942763,27.2869555759855,27.7717493234086,28.0602188371319,28.1594822468818,28.081797563139,27.8441376114287,27.4665339386211,26.9706493633939,26.3786903468333,25.7126586478583,,,,,,,,,,,,,,,,,,,,,
265554.008667532,3842123.72444157,643.956998332656,L7_2,1915.5,643.956998332656,638.935666579802,633.663268239305,628.127249981784,622.314430811387,616.210970682469,609.802337547106,603.073272754975,596.007754723237,588.588960789912,580.799227159921,572.62000684843,564.031825521365,555.014235127946,545.545765214857,535.603871806113,525.164883726932,514.203946243792,502.694961886495,490.610528311333,477.921873057413,464.598785040797,450.60954262335,435.920838085031,420.497698319796,404.303401566299,387.299389975127,369.445177804397,350.69825502513,331.013986106899,310.345503742758,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,5.95682443434282,8.49488129519754,16.2498863506602,24.1005144123373,25.4486916082326,21.1046251876724,15.3042347119634,10.8376934658224,8.2207990060126,7.01249520058012,6.71089396522328,6.96436158460267,7.54506672631033,8.30877913864173,9.17239817804604,10.0977200175834,11.0763673258142,12.1160359938565,13.2289261764831,14.4233298306088,15.6989553603693,17.0455604793348,18.4437177684955,19.8665653063038,21.2818312202845,22.65393943843,23.9462260683385,25.123294772042,26.153434225438,27.0108529306154,27.6773925809868,28.1434596728585,28.4095991725626,28.4841606790017,28.3802711594957,28.1156657596353,27.7109995017487,27.1884247527029,26.5705333157435,25.8796413787826,,,,,,,,,,,,,,,,,,,,,
265559.376188823,3842127.40091288,644.172818305448,L7_2,1922,644.172818305448,639.148434659056,633.872831830344,628.333448860196,622.517096741541,616.409927016953,609.997398806136,603.264244184778,596.194431832352,588.771128862304,580.976660743755,572.792469219277,564.199068118576,555.17599696284,545.701772249317,535.753836300118,525.308503553459,514.340904169467,502.824924816276,490.733146495424,478.036779258531,464.705593659792,450.707848781117,436.010216658508,420.577702929769,404.373563514592,387.359217128657,369.494153423425,350.735836532931,331.039603797913,310.358559426143,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,8.49659973658837,10.1756326764596,15.7389525707378,22.6406630450063,24.3899527281951,20.7370310537802,15.4013608944592,11.1499537060912,8.61516596560143,7.440636999158,7.15760579264555,7.41908748212761,7.99417238833898,8.73882224410145,9.5752921581277,10.4727763018389,11.4289712381609,12.4548741772187,13.5634110934025,14.7618902170425,16.0481497151582,17.4097453632603,18.8250207360165,20.2650083858741,21.6955474367884,23.0794602921937,24.3788348204653,25.5574351323121,26.5831534080239,27.430243337521,28.0809852931027,28.5265281473864,28.7686540422809,28.8169888248054,28.6855544315938,28.3928559123259,27.9601624717049,27.4100984573304,26.765618641164,26.0493305013655,,,,,,,,,,,,,,,,,,,,,
265564.330816111,3842130.79458388,644.388638278241,L7_2,1928,644.388638278241,639.36120273831,634.082395421382,628.539647738608,622.719762671696,616.608883351437,610.192460065166,603.455215614581,596.381108941467,588.953296934697,581.154094327589,572.964931590125,564.366310715788,555.337758797734,545.857779283778,535.903800794123,525.452123379986,514.477862095143,502.954887746057,490.855764679516,478.151685459649,464.812402278788,450.806154938884,436.099595231985,420.657707539742,404.443725462885,387.419044282187,369.543129042453,350.773418040732,331.065221488926,310.371615109529,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,10.0276460403403,11.170015839906,15.2843238703636,20.6551190072851,22.1331457205679,19.2571571707785,14.8147973875523,11.1347087850737,8.88448183454449,7.84217249445617,7.62138948184694,7.90681906958067,8.47831677885203,9.20001898887188,10.0042490869235,10.8699007325657,11.8013968996526,12.8128153194777,13.9172826264216,15.1205995272229,16.4183370047748,17.7955922912687,19.2283338734131,20.6854183788299,22.1307743356234,23.5256364209755,24.8308876337843,26.0095187354508,27.0291080312885,27.8640487236333,28.4971542180874,28.9203980033912,29.1368658312852,29.1575039062701,28.9972469691934,28.6753694762903,28.2137429869989,27.6354424709873,26.963763599674,26.2215831484379,,,,,,,,,,,,,,,,,,,,,
265569.69832061,3842134.47106641,644.604458251034,L7_2,1934.5,644.604458251034,639.573970817564,634.291959012421,628.74584661702,622.92242860185,616.807839685921,610.387521324196,603.646187044384,596.567786050582,589.13546500709,581.331527911423,573.137393960972,564.533553313,555.499520632628,546.013786318238,536.053765288129,525.595743206514,514.614820020818,503.084850675837,490.978382863608,478.266591660767,464.919210897784,450.904461096652,436.188973805463,420.737712149715,404.513887411179,387.478871435716,369.592104661481,350.810999548533,331.090839179939,310.384670792914,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,11.3665901543219,12.7810591040323,16.4602059222079,19.8086024439621,20.0358479257867,17.4148283035755,13.8337795102741,10.8639161698136,9.02420080406457,8.19023877949078,8.06959905021301,8.39413026843584,8.96581757919522,9.66435415382291,10.4360754658446,11.270944314056,12.1800485757816,13.1799820056242,14.2835027900416,15.4944969511053,16.8060381420747,18.2006646328172,19.6519488963553,21.1265927105317,22.5866573500379,23.9918498032687,25.3019241212748,26.4791886658215,27.4910086308995,28.312023738694,28.9256846052303,29.3248786998414,29.5140664156134,29.5055591836013,29.3152226585284,28.9631003389319,28.4716525706821,27.8643837638599,27.1649089504294,26.3963510036964,,,,,,,,,,,,,,,,,,,,,
265574.652940147,3842137.86474258,644.778719842655,L7_2,1940.5,644.778719842655,639.745768189499,634.461168953686,628.912339756082,623.086069098599,616.96848490824,610.545021508364,603.800384938495,596.718516540131,589.28255472185,581.474794812654,573.276646907999,564.668591608111,555.630133543229,546.139752575102,536.174852558569,525.711707541209,514.725405272982,503.189787891343,491.077389640622,478.359371477365,465.005452405945,450.983837380955,436.261141604714,420.802311039662,404.570538946357,387.527178248387,369.631649515518,350.841344346006,331.111523918018,310.395212468631,288.64453684523,265.954339375689,242.129632032671,217.113689322502,190.846949476825,163.266872638864,134.307791959004,103.900757245152,71.9733707956071,,,,,,,,,,,,,,,,,,,,,,13.4426267088666,14.7227375291771,17.2249524108794,18.5065918813106,17.7183797167189,15.4116015799438,12.6812171217594,10.4440475045835,9.0563296907014,8.46452774763817,8.46300463090487,8.83505088834408,9.41145225977069,10.0920173342982,10.8385294469019,11.6514070017098,12.547180240608,13.5439644499438,14.6536036487531,15.8778943964426,17.2074569078414,18.6224131199968,20.0941074626414,21.5872499308862,23.062182516571,24.4772212106376,25.7911224157425,26.9656425777771,27.9680636704157,28.7733941442813,29.3658321283892,29.7392746008483,29.8996261719248,29.8605994459238,29.6390036527128,29.255646796621,28.7335601058316,28.0966565167554,27.3688448513191,26.5734691147961,,,,,,,,,,,,,,,,,,,,,
