X,Y,Z,LINE,STN_CORR,Elev_trim,Res_trim
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,701.913391921202,20.7611735375482
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,696.526291236303,24.283170594747
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,690.869835517158,25.3915671283779
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,684.930557012057,16.5757954810593
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,678.6943145817,8.81212001547948
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,672.146260029826,5.21129269923686
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,665.270802750358,3.99412472955213
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,658.051572606916,3.994664742557
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,650.471380956303,4.73176875663472
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,642.512179723158,5.93565490816405
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,634.155018428357,7.33743038664531
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,625.379999068815,8.6772866519242
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,616.166228741296,9.79074490861673
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,606.491769897402,10.6390827298446
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,596.333588111313,11.2614553333175
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,585.667497235919,11.7148461872985
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,574.468101816755,12.0461863340379
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,562.708736626634,12.2903626595728
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,550.361403177006,12.4748737386846
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,537.396703054897,12.6222349410257
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,523.783767926682,12.7499941729021
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,509.490186042057,12.870204660857
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,494.4819250632,12.9893041836985
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,478.723251035401,13.1084888069179
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,462.176643306211,13.2244483232506
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,444.802705190562,13.3303611977165
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,426.560070169131,13.4170538593951
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,407.405303396628,13.4742836075801
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,387.2927982855,13.4918860888668
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,366.174667918816,13.4586352822041
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,344.000631033797,13.3569189122938
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,320.734942658072,13.1730342686004
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,298.044745188531,12.95677973743
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,274.220037845513,12.7520400021124
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,249.204095135344,12.5414191268598
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,222.937355289667,12.3145622501742
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,195.357278451706,12.0740493428616
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,166.398197771846,11.826406843266
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,135.991163057994,11.5787916523074
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,104.063776608449,11.3381423919717
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264923.860509521,3843254.05890366,701.913391921202,L3_2,1134.5,,
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,701.836746669291,19.5379965180247
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,696.45072981897,23.0957014373416
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,690.795412126132,24.5393001997312
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,684.857328548652,16.2072913617361
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,678.622340792299,8.71426089116312
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,672.075603648128,5.20312682055524
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,665.201529646748,4.02602348111786
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,657.983751945299,4.06403230906948
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,650.405085358778,4.84706770483149
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,642.44748544293,6.10202159906724
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,634.092005531291,7.54913960601307
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,625.318751624069,8.91800698410815
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,616.106835021486,10.0404869383225
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,606.434322588775,10.8813815229051
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,596.278184534427,11.4860154756231
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,585.614239577362,11.9165692783785
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,574.417097372444,12.2233888947685
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,562.66009805728,12.4434943998305
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,550.315248776358,12.6057351977226
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,537.35315703139,12.7334275620645
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,523.742960699173,12.844478658662
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,509.452254550345,12.9509542374568
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,494.447013094076,13.0590596117394
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,478.691509564994,13.1696090083277
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,462.148230859458,13.2788380094334
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,444.777788218644,13.3794583981674
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,426.53882344579,13.4618627067268
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,407.387910434294,13.5154380107495
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,387.279451772222,13.5297293084029
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,366.165570177047,13.493284132203
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,343.995994502113,13.3882742598988
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,320.734942658072,13.2008661261599
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,298.044745188531,12.9812805430924
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,274.220037845513,12.7736956667061
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,249.204095135344,12.5604776264076
264928.81373581,3843257.45251834,701.836746669291,L3_2,1140.5,222.937355289667,12.3311453480119
