Hole_id,DDH9,Unnamed: 2,Unnamed: 3,Date Start  02/09/2018,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date Finish  04/09/2018,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,,,
Hole_id,From,To,Wthr,Rock 1,Rock 2,Grain_size,Colour,CaCO3 %,Acid,Clay Type,Remarks
DDH9,0,15.85,w,CO,,,,,,,
DDH9,15.85,57,w,Conglom,,c,Varied,3,1,,"Polymictic conglomerate with boulders to 20 cm, mostly igneous. Well indurated."
DDH9,57,63.09,w,CY,,f - c,rdbn,40,2,,Poorly sorted fine to coarse sand in mudstones. Blebs & stringers of CaCO3. Mostly soft.
DDH9,63.09,64.62,,,,,,,,,No recovery.
,,TD,,,,,,,,,
